case,activity,resource,timestamp,Variant,Variant index,(case) IDofConceptCase,(case) Includes_subCases,responsibleactor,sumleges,(case) caseProcedure,casestatus,casetype,landregisterid,lastphase,parts,requestComplete,(case) termName,action_code,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
9457704,creating environmental permit decision,2670601,2014-02-27 00:00:00.000,Variant 1060,1060,9458146.0,,4901428.0,169.8392,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,02/27/14 00:00,,,complete,2670601,2014-02-28T12:40:06+01:00,EMPTY
6105523,phase advice known,3273854,2013-03-05 15:08:54.000,Variant 879,879,6105663.0,J,4901428.0,279.2016,,G,557669,6105522.0,Beschikking verzonden,"Bouw,Milieu (neutraal wijziging)",False,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,03/05/13 15:09,,,complete,3273854,2013-03-06T15:08:54+01:00,EMPTY
4913143,inform BAG administrator,560912,2012-04-23 11:32:54.000,Variant 762,762,4913286.0,J,4901428.0,263.7157,,G,557669,717088.0,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_050,BAG beheerder informeren,01_HOOFD_050,04/23/12 11:33,,,complete,2670601,2012-04-24T11:31:58+02:00,TRUE
5902127,enter senddate decision environmental permit,560890,2012-10-19 10:01:14.000,Variant 3,3,5902267.0,N,560464.0,187.989,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,True,Termijn bezwaar en beroep 1,01_HOOFD_510_3,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,10/19/12 10:01,,,complete,560464,,EMPTY
5300846,register objection and appeal periods,560890,2012-08-27 13:50:08.000,Variant 829,829,5300987.0,J,4901428.0,304.8288,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,08/27/12 13:50,,,complete,560890,,42
5173437,set phase: phase permitting irrevocable,560872,2014-04-25 00:00:00.000,Variant 187,187,,J,4901428.0,26939.414,Uitgebreid,G,557669,,Zaak afgehandeld,"Bouw,Milieu (vergunning)",True,,01_BB_770,instellen besluitfase: oorspronkelijk besluit,01_BB_770,09/29/14 00:00,,,complete,560872,2014-08-15T09:35:21+02:00,EMPTY
11214970,send confirmation receipt,560912,2014-09-02 00:00:00.000,Variant 250,250,11215171.0,,560464.0,137.2404,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,09/02/14 00:00,,,complete,2670601,2014-09-03T14:02:46+02:00,EMPTY
9354048,OLO messaging active,9264148,2014-01-30 00:00:00.000,Variant 160,160,9354231.0,,560464.0,799.5349,,O,557669,,Besluit onherroepelijk,Bouw,True,,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,01/30/14 00:00,,,complete,2670601,2014-01-31T11:24:44+01:00,FALSE
9173797,create letter requesting missing data,2670601,2014-01-22 00:00:00.000,Variant 157,157,9174238.0,J,560464.0,157.09305,,O,557669,,Besluit onherroepelijk,Bouw,False,,08_AWB45_020_0,brief opvragen ontbrekende gegevens aanmaken,08_AWB45_020_0,01/22/14 00:00,,,complete,2670601,2014-01-23T08:15:57+01:00,TRUE
4106295,applicant is stakeholder,3273854,2011-12-19 15:43:20.000,Variant 638,638,,J,560464.0,4068.4866,,O,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,03_GBH_005,aanvrager is belanghebbende,03_GBH_005,12/19/11 16:06,,,complete,3273854,2011-11-18T14:03:46+01:00,TRUE
12645853,creating environmental permit decision,560872,2015-01-26 00:00:00.000,Variant 315,315,12646634.0,,560912.0,217.03035,,O,557669,12645852.0,Beschikking verzonden,Kap,True,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,01/26/15 00:00,,,complete,560912,2015-01-27T10:10:53+01:00,EMPTY
3292457,phase procedure aborted,560912,2011-05-31 10:19:32.000,Variant 448,448,3292518.0,N,560894.0,,,G,557669,,Procedure afgebroken,Bouw,True,,05_EIND_070,fase procedure afgebroken,05_EIND_070,05/31/11 10:20,,,complete,560894,,EMPTY
4864598,request complete,3273854,2012-04-26 16:07:48.000,Variant 754,754,4865300.0,J,560464.0,151.5714,,O,557669,,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,09_AWB45_005,aanvraag volledig,09_AWB45_005,04/26/12 16:14,,,complete,3273854,2012-04-27T16:07:47+02:00,TRUE
4660602,appeal logded,560890,2012-06-15 10:41:40.000,Variant 102,102,4660745.0,J,4901428.0,1298.5825,,G,557669,4660601.0,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 2,01_BB_630,beroep ingesteld,01_BB_630,06/15/12 10:43,,,complete,560890,2012-06-16T10:41:36+02:00,FALSE
6526551,register submission date request,560872,2013-01-10 00:00:00.000,Variant 918,918,6526752.0,J,560464.0,488.72925,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_010,registratie datum binnenkomst aanvraag,01_HOOFD_010,01/14/13 15:44,,2013-01-17T15:41:45+01:00,complete,560872,2013-01-15T15:41:45+01:00,EMPTY
7469823,enter senddate acknowledgement,560912,2013-05-22 11:45:46.000,Variant 194,194,7470605.0,J,4901428.0,,Uitgebreid,G,557669,,Zaak afgehandeld,Milieu (vergunning),True,,01_HOOFD_030_2,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,05/22/13 00:00,,,complete,560950,2013-05-23T11:45:46+02:00,EMPTY
3459618,article 34  WABO applies,3273854,2011-06-06 09:57:42.000,Variant 494,494,,N,4901428.0,300.108,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,06/06/11 10:04,,,complete,3273854,2011-06-07T09:57:40+02:00,FALSE
10186016,enter date decision procedure term extension,2670601,2014-07-09 16:07:59.000,Variant 208,208,10186160.0,,560912.0,2751.8472,,O,557669,10186015.0,Beschikking verzonden,"Bouw,Milieu (omgevingsvergunning beperkte milieutoets)",False,Termijn bezwaar en beroep 1,06_VD_030_3,registreren datum besluit verlengen proceduretermijn,06_VD_030_3,07/09/14 00:00,,,complete,2670601,2014-07-10T16:07:59+02:00,EMPTY
3707973,investigate BAG objects,3273854,2011-08-16 09:42:06.000,Variant 553,553,3708116.0,J,4901428.0,1742.5822,,G,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_055,BAG objecten onderzoeken,01_HOOFD_055,08/16/11 09:47,,,complete,3273854,,EMPTY
4606518,enter senddate procedure confirmation,560872,2012-02-10 09:26:53.000,Variant 709,709,4606881.0,J,4901428.0,672.5454,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,02/10/12 09:27,,,complete,3273854,2012-02-11T09:26:53+01:00,EMPTY
2946363,phase application received,560925,2010-12-21 14:36:15.000,Variant 369,369,2947783.0,J,560464.0,19060.559,Regulier,O,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,12/21/10 14:38,,,complete,560464,,EMPTY
4612442,send letter in progress,3273854,2012-02-27 16:43:25.000,Variant 712,712,,J,4901428.0,349.0863,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_200,brief in behandeling versturen,01_HOOFD_200,02/27/12 16:54,,,complete,3273854,2012-02-28T16:43:24+01:00,FALSE
7100593,regular procedure without MER,560925,2013-03-28 15:49:15.000,Variant 957,957,7101494.0,J,4901428.0,2749.9082,,G,557669,7100592.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,03/28/13 15:49,,,complete,2670601,2013-03-29T15:49:15+01:00,TRUE
3494154,term for supplying missing data,2670601,2011-07-06 12:56:36.000,Variant 506,506,,J,4901428.0,150.054,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,08_AWB45_010,termijn aanleveren ontbrekende gegevens,08_AWB45_010,07/06/11 12:57,,,complete,560589,2011-07-07T12:56:32+02:00,42
3944991,article 34  WABO applies,3273854,2011-10-24 10:56:23.000,Variant 603,603,3946473.0,N,4901428.0,345.63,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,10/24/11 10:58,,,complete,3273854,2011-10-25T10:56:22+02:00,FALSE
9612474,assessment of content completed,2670601,2014-03-14 00:00:00.000,Variant 1071,1071,,,560464.0,157.09305,,O,557669,9613498.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_370,inhoudelijke beoordeling afgerond,01_HOOFD_370,03/14/14 00:00,,,complete,2670601,2014-03-17T09:19:14+01:00,EMPTY
12460352,registration date publication,9264148,2014-12-11 00:00:00.000,Variant 297,297,,,560912.0,512.41754,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,12/11/14 00:00,,,complete,2670601,2014-12-12T11:23:10+01:00,EMPTY
7835964,suspension ground applicable,560890,2013-12-17 00:00:00.000,Variant 195,195,7836105.0,J,4901428.0,29424.072,,G,557669,7835963.0,Besluit onherroepelijk,"Bouw,Handelen in strijd met regels RO",False,,11_AH_II_010,aanhoudingsgrond van toepassing,11_AH_II_010,12/17/13 00:00,,,complete,560894,2013-12-18T15:43:16+01:00,FALSE
4809047,request complete,2670601,2012-04-18 15:51:00.000,Variant 741,741,,J,560464.0,76.6287,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,09_AWB45_005,aanvraag volledig,09_AWB45_005,04/18/12 15:51,,,complete,2670601,2012-04-19T15:50:56+02:00,TRUE
6974458,article 34  WABO applies,3273854,2013-04-23 14:30:26.000,Variant 939,939,6978178.0,J,560464.0,449.6562,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,04/23/13 14:31,,,complete,3273854,2013-04-24T14:30:26+02:00,FALSE
7435956,OLO messaging active,560872,2013-05-16 00:00:00.000,Variant 978,978,7436297.0,J,4901428.0,1911.5363,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_011,OLO berichtenverkeer actief,01_HOOFD_011,05/16/13 00:00,,,complete,2670601,2013-05-17T11:24:37+02:00,FALSE
4273727,phase decision taken,560890,2012-02-03 10:22:19.000,Variant 663,663,,J,560464.0,367.00848,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_495,fase besluit genomen,01_HOOFD_495,02/03/12 10:23,,,complete,560464,,EMPTY
2938665,phase application receptive,560881,2011-02-08 15:34:32.000,Variant 367,367,2941625.0,J,4901428.0,23132.19,,G,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_205,fase aanvraag ontvankelijk,01_HOOFD_205,02/08/11 15:34,,,complete,560464,,EMPTY
3100699,MER present in supplement,2670601,2011-05-09 15:34:23.000,Variant 402,402,3100940.0,J,4901428.0,1142.8635,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,08_AWB45_170,MER aanwezig bij aanvulling,08_AWB45_170,05/09/11 16:22,,,complete,560925,2011-04-14T10:05:55+02:00,FALSE
7034840,ask stakeholders views,3273854,2013-10-15 00:00:00.000,Variant 948,948,7034980.0,J,560464.0,7264.131,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_430,belanghebbenden zienswijzen vragen,01_HOOFD_430,10/15/13 00:00,,,complete,3273854,2013-10-16T17:28:05+02:00,FALSE
7166516,completed subcases content,3273854,2013-05-23 00:00:00.000,Variant 965,965,7166656.0,J,560464.0,264.82846,,O,557669,,Beschikking verzonden,"Milieu (neutraal wijziging),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_250_2,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,05/23/13 00:00,,,complete,3273854,2013-05-24T12:37:19+02:00,EMPTY
7034840,record date of decision environmental permit,560890,2013-12-20 00:00:00.000,Variant 948,948,7034980.0,J,560464.0,7264.131,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_490_5,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,12/20/13 00:00,,,complete,2670601,2013-12-19T14:16:15+01:00,EMPTY
11741491,regular procedure without MER,560872,2014-10-20 00:00:00.000,Variant 273,273,,,2670601.0,657.1185,Uitgebreid,O,557669,,Conceptontwerpbeschikking gereed,"Bouw,Handelen in strijd met regels RO",True,Termijn tot besluit,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,10/20/14 00:00,,,complete,560894,2014-10-21T14:38:48+02:00,FALSE
8476182,receive additional information,2670601,2013-11-04 00:00:00.000,Variant 1033,1033,8476322.0,J,4901428.0,,,G,557669,,Buiten behandeling gelaten,Bouw,False,Termijn tot bezwaar buiten behandeling,08_AWB45_030,aanvullende gegevens ontvangen,08_AWB45_030,11/04/13 00:00,,,complete,2670601,2013-10-31T08:59:29+01:00,TRUE
3531457,request complete,3273854,2011-09-15 12:19:17.000,Variant 513,513,,J,4901428.0,1575.2299,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_190,aanvraag volledig,01_HOOFD_190,09/15/11 12:25,,,complete,3273854,2011-09-16T12:19:15+02:00,TRUE
6442148,assessment of content completed,3273854,2013-02-11 12:34:13.000,Variant 908,908,,J,4901428.0,2836.2734,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_370,inhoudelijke beoordeling afgerond,01_HOOFD_370,02/11/13 12:34,,,complete,3273854,2013-02-12T12:34:12+01:00,EMPTY
8238071,by law,3273854,2013-10-15 00:00:00.000,Variant 1022,1022,8238212.0,J,560464.0,154.6062,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_480,van rechtswege,01_HOOFD_480,10/15/13 00:00,,,complete,3273854,2013-10-16T10:00:22+02:00,FALSE
4611018,register date environmental permit decision,560890,2012-06-01 08:42:23.000,Variant 711,711,4611301.0,J,560464.0,186.33672,Uitgebreid,O,557669,715030.0,Besluit genomen,Brandveilig gebruik (vergunning),True,Termijn bezwaar en beroep 1,01_HOOFD_490_3,registreren datum besluit omgevingsvergunning,01_HOOFD_490_3,06/01/12 08:45,,,complete,560890,2012-06-02T08:42:24+02:00,EMPTY
5810626,forward to the competent authority,560925,2012-09-06 15:06:37.000,Variant 14,14,5811627.0,J,4901428.0,344.82916,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,09/06/12 15:10,,2012-09-11T15:06:35+02:00,complete,2670601,2012-09-07T15:06:35+02:00,FALSE
6105087,register objection and appeal periods,560890,2013-01-25 11:38:04.000,Variant 877,877,6105227.0,J,560464.0,5532.7607,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,01/25/13 11:38,,,complete,560890,2013-01-26T11:38:00+01:00,42
7166516,coordination of application,3273854,2013-05-23 00:00:00.000,Variant 965,965,7166656.0,J,560464.0,264.82846,,O,557669,,Beschikking verzonden,"Milieu (neutraal wijziging),Bouw",True,Termijn bezwaar en beroep 1,13_CRD_010,coördinatie van toepassing,13_CRD_010,05/23/13 00:00,,,complete,3273854,2013-05-24T12:37:28+02:00,FALSE
8315841,ask stakeholders views,2670601,2014-04-30 00:00:00.000,Variant 136,136,8315982.0,J,560464.0,1377.2681,,O,557669,,Besluit onherroepelijk,"Bouw,Milieu (neutraal wijziging)",False,,01_HOOFD_430,belanghebbenden zienswijzen vragen,01_HOOFD_430,04/30/14 00:00,,,complete,2670601,2014-05-01T13:20:59+02:00,FALSE
4053702,terminate on request,560872,2011-11-03 14:43:44.000,Variant 626,626,,J,4901428.0,345.63,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,05_EIND_010,beeindigen op verzoek,05_EIND_010,11/03/11 14:46,,,complete,560872,2011-11-04T14:43:41+01:00,FALSE
9895294,start decision phase decision permitting sent,560912,2014-05-14 00:00:00.000,Variant 1098,1098,,,4901428.0,158.8212,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_2a,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,05/13/14 00:00,,,complete,560912,2014-05-14T12:14:57+02:00,EMPTY
10501095,completed subcases content,2670601,2014-10-14 00:00:00.000,Variant 217,217,10501237.0,,560912.0,114.18435,,O,557669,,Beschikking verzonden,"Bouw,Milieu (neutraal wijziging)",False,Termijn bezwaar en beroep 1,01_HOOFD_250_2,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,10/14/14 00:00,,,complete,2670601,2014-10-15T16:08:42+02:00,EMPTY
9017543,coordination of application,2670601,2014-02-18 00:00:00.000,Variant 153,153,9017684.0,J,560464.0,1091.626,,O,557669,,Besluit onherroepelijk,Bouw,False,,13_CRD_010,coördinatie van toepassing,13_CRD_010,02/18/14 00:00,,,complete,2670601,2014-02-19T15:34:36+01:00,FALSE
4784091,enter date publication decision environmental permit,560890,2012-05-16 00:00:00.000,Variant 42,42,4784793.0,J,4901428.0,1153.6118,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_530,registreren datum publicatie beschikking omgevingsvergunning,01_HOOFD_530,05/08/12 12:46,,,complete,560890,2012-05-09T12:44:42+02:00,EMPTY
8958665,completed subcases content,11744364,2014-12-10 00:00:00.000,Variant 150,150,8958806.0,N,2670601.0,,,G,557669,,Zaak afgehandeld,Brandveilig gebruik (melding),True,,01_HOOFD_250_2,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,12/10/14 00:00,,,complete,2670601,2014-12-11T11:47:48+01:00,EMPTY
10499998,send confirmation receipt,560872,2014-06-02 00:00:00.000,Variant 50,50,10500140.0,,560464.0,157.09305,,O,557669,,Besluit onherroepelijk,Bouw,True,,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,06/02/14 00:00,,,complete,2670601,2014-06-03T14:32:28+02:00,EMPTY
4308848,enter senddate procedure confirmation,560872,2011-12-22 09:07:49.000,Variant 13,13,4308991.0,J,560464.0,590.46246,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,12/22/11 09:08,,,complete,3273854,2011-12-23T09:07:50+01:00,EMPTY
10785146,forward to the competent authority,560872,2014-07-03 00:00:00.000,Variant 7,7,,,4901428.0,217.03035,,G,557669,,Zaak afgehandeld,Kap,True,,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,07/03/14 00:00,,2014-07-10T11:54:17+02:00,complete,4676959,2014-07-04T11:54:17+02:00,FALSE
7100593,phase procedure extended,3273854,2013-05-21 00:00:00.000,Variant 957,957,7101494.0,J,4901428.0,2749.9082,,G,557669,7100592.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,06_VD_035,fase proceduretermijn verlengd,06_VD_035,05/21/13 00:00,,,complete,3273854,2013-05-22T10:30:25+02:00,EMPTY
6364598,generate draft decision environmental permit,560950,2014-02-13 00:00:00.000,Variant 901,901,6366378.0,J,560950.0,558.52966,Uitgebreid,O,557669,,Bezwaar of beroep ontvangen,"Milieu (vergunning),Bouw",False,Termijn bezwaar en beroep 1,01_HOOFD_440_2,genereren ontwerpbeschikking omgevingsvergunning,01_HOOFD_440_2,02/13/14 00:00,,,complete,560950,2014-02-14T11:58:28+01:00,EMPTY
6718840,create subcases completeness,3273854,2013-03-15 12:25:36.000,Variant 927,927,6720199.0,J,4901428.0,217.95766,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_0,deelzaken volledigheid aanmaken,01_HOOFD_110_0,03/15/13 12:27,,,complete,3273854,2013-02-08T15:26:58+01:00,FALSE
3820370,suspend term,3273854,2011-10-06 15:14:01.000,Variant 577,577,,J,560464.0,1390.048,,O,557669,,Vergunning verleend,"Bouw,Monument",True,Termijn bezwaar en beroep 1,07_OPS_010,termijn opschorten,07_OPS_010,10/06/11 15:17,,,complete,3273854,2011-09-09T11:41:44+02:00,FALSE
3725165,creating environmental permit decision,3273854,2011-09-08 10:39:21.000,Variant 561,561,3725308.0,J,4901428.0,5450.138,,G,557669,3704487.0,Vergunning verleend,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_490_1,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,09/08/11 11:32,,,complete,560464,,EMPTY
6260081,decision date prior to decision,3273854,2013-01-17 11:36:12.000,Variant 891,891,6260222.0,J,4901428.0,3907.1785,,G,557669,6253540.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_2,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,01/17/13 11:36,,,complete,3273854,2013-01-18T11:36:09+01:00,FALSE
3143683,enter date publication decision environmental permit,560872,2011-03-09 00:00:00.000,Variant 414,414,3143693.0,J,560925.0,116.79765,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_530,registreren datum publicatie beschikking omgevingsvergunning,01_HOOFD_530,04/04/11 09:54,,,complete,560925,2011-04-05T09:53:44+02:00,EMPTY
2857143,phase application received,560925,2010-11-11 09:36:32.000,Variant 345,345,2857162.0,J,560464.0,4550.379,,G,557669,,Vergunning verleend,Bouw,True,Termijn tot besluit,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,11/11/10 09:47,,,complete,560464,,EMPTY
10294414,coordination of application,560890,2014-09-29 00:00:00.000,Variant 48,48,10294556.0,,4901428.0,217.03035,,G,557669,10294413.0,Zaak afgehandeld,"Kap,Aanleg (Uitvoeren werk of werkzaamheid)",True,,13_CRD_010,coördinatie van toepassing,13_CRD_010,09/29/14 00:00,,,complete,4676453,2014-09-30T10:23:07+02:00,FALSE
3500950,subcases completeness completed,2670601,2011-08-18 14:27:23.000,Variant 508,508,3501294.0,J,4901428.0,2252.26,,G,557669,,Vergunning verleend,"Bouw,Milieu (neutraal wijziging)",True,Termijn bezwaar en beroep 1,01_HOOFD_120,deelzaken volledigheid afgerond,01_HOOFD_120,08/18/11 14:28,,,complete,560462,2011-08-19T14:26:20+02:00,EMPTY
